June 19, 2014   16:35:21
Cyclic Voltammetry
File: c:\documents and settings\nbt\desktop\cv data\lsh\2014\0619\cv010_pre.txt
Data Source:  Experiment
Instrument Model:  CHI627B
Header: 
Note: 

Init E (V) = 0
High E (V) = 0.5
Low E (V) = -0.5
Init P/N = N
Scan Rate (V/s) = 0.01
Segment = 5
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

Segment 1:

Segment 2:

Segment 3:

Segment 4:

Segment 5:

Potential/V, Current/A, Charge/C

Segment 1:
-0.386, -1.920e-7, -5.122e-5
-0.385, -1.894e-7, -5.124e-5
-0.384, -1.862e-7, -5.126e-5
-0.383, -1.788e-7, -5.128e-5
-0.382, -1.697e-7, -5.130e-5
-0.381, -1.573e-7, -5.131e-5
-0.380, -1.499e-7, -5.133e-5
-0.379, -1.460e-7, -5.134e-5
-0.378, -1.442e-7, -5.136e-5
-0.377, -1.431e-7, -5.137e-5
-0.376, -1.402e-7, -5.138e-5
-0.375, -1.331e-7, -5.140e-5
-0.374, -1.233e-7, -5.141e-5
-0.373, -1.105e-7, -5.142e-5
-0.372, -1.019e-7, -5.143e-5
-0.371, -9.798e-8, -5.144e-5
-0.370, -9.580e-8, -5.145e-5
-0.369, -9.497e-8, -5.146e-5
-0.368, -9.369e-8, -5.147e-5
-0.367, -8.926e-8, -5.148e-5
-0.366, -8.376e-8, -5.149e-5
-0.365, -7.377e-8, -5.149e-5
-0.364, -6.675e-8, -5.150e-5
-0.363, -5.595e-8, -5.151e-5
-0.362, -4.926e-8, -5.151e-5
-0.361, -4.698e-8, -5.152e-5
-0.360, -4.599e-8, -5.152e-5
-0.359, -4.462e-8, -5.153e-5
-0.358, -3.930e-8, -5.153e-5
-0.357, -3.023e-8, -5.153e-5
-0.356, -1.975e-8, -5.153e-5
-0.355, -9.761e-9, -5.154e-5
-0.354, -3.231e-9, -5.154e-5
-0.353, 5.038e-10, -5.154e-5
-0.352, 2.193e-9, -5.154e-5
-0.351, 2.755e-9, -5.154e-5
-0.350, 3.398e-9, -5.153e-5
-0.349, 6.053e-9, -5.153e-5
-0.348, 1.103e-8, -5.153e-5
-0.347, 1.876e-8, -5.153e-5
-0.346, 3.141e-8, -5.153e-5
-0.345, 3.968e-8, -5.152e-5
-0.344, 4.566e-8, -5.152e-5
-0.343, 4.883e-8, -5.151e-5
-0.342, 5.107e-8, -5.151e-5
-0.341, 5.198e-8, -5.150e-5
-0.340, 5.289e-8, -5.150e-5
-0.339, 5.440e-8, -5.149e-5
-0.338, 5.780e-8, -5.149e-5
-0.337, 6.209e-8, -5.148e-5
-0.336, 7.014e-8, -5.147e-5
-0.335, 8.014e-8, -5.147e-5
-0.334, 9.018e-8, -5.146e-5
-0.333, 9.627e-8, -5.145e-5
-0.332, 9.811e-8, -5.144e-5
-0.331, 1.006e-7, -5.143e-5
-0.330, 1.020e-7, -5.142e-5
-0.329, 1.044e-7, -5.141e-5
-0.328, 1.074e-7, -5.140e-5
-0.327, 1.171e-7, -5.139e-5
-0.326, 1.251e-7, -5.137e-5
-0.325, 1.364e-7, -5.136e-5
-0.324, 1.428e-7, -5.134e-5
-0.323, 1.463e-7, -5.133e-5
-0.322, 1.484e-7, -5.132e-5
-0.321, 1.493e-7, -5.130e-5
-0.320, 1.497e-7, -5.129e-5
-0.319, 1.503e-7, -5.127e-5
-0.318, 1.513e-7, -5.126e-5
-0.317, 1.563e-7, -5.124e-5
-0.316, 1.601e-7, -5.122e-5
-0.315, 1.671e-7, -5.121e-5
-0.314, 1.782e-7, -5.119e-5
-0.313, 1.846e-7, -5.117e-5
-0.312, 1.914e-7, -5.115e-5
-0.311, 1.963e-7, -5.113e-5
-0.310, 1.981e-7, -5.111e-5
-0.309, 1.991e-7, -5.109e-5
-0.308, 1.998e-7, -5.107e-5
-0.307, 2.089e-7, -5.105e-5
-0.306, 2.213e-7, -5.103e-5
-0.305, 2.255e-7, -5.101e-5
-0.304, 2.298e-7, -5.098e-5
-0.303, 2.350e-7, -5.096e-5
-0.302, 2.352e-7, -5.094e-5
-0.301, 2.418e-7, -5.091e-5
-0.300, 2.444e-7, -5.089e-5
-0.299, 2.460e-7, -5.086e-5
-0.298, 2.472e-7, -5.084e-5
-0.297, 2.476e-7, -5.081e-5
-0.296, 2.485e-7, -5.079e-5
-0.295, 2.499e-7, -5.076e-5
-0.294, 2.533e-7, -5.074e-5
-0.293, 2.603e-7, -5.071e-5
-0.292, 2.652e-7, -5.069e-5
-0.291, 2.755e-7, -5.066e-5
-0.290, 2.825e-7, -5.063e-5
-0.289, 2.890e-7, -5.060e-5
-0.288, 2.925e-7, -5.057e-5
-0.287, 2.947e-7, -5.054e-5
-0.286, 2.962e-7, -5.051e-5
-0.285, 2.976e-7, -5.048e-5
-0.284, 2.994e-7, -5.045e-5
-0.283, 3.012e-7, -5.042e-5
-0.282, 3.064e-7, -5.039e-5
-0.281, 3.067e-7, -5.036e-5
-0.280, 3.151e-7, -5.033e-5
-0.279, 3.223e-7, -5.030e-5
-0.278, 3.285e-7, -5.027e-5
-0.277, 3.349e-7, -5.023e-5
-0.276, 3.388e-7, -5.020e-5
-0.275, 3.419e-7, -5.016e-5
-0.274, 3.437e-7, -5.013e-5
-0.273, 3.448e-7, -5.009e-5
-0.272, 3.452e-7, -5.006e-5
-0.271, 3.455e-7, -5.003e-5
-0.270, 3.456e-7, -4.999e-5
-0.269, 3.459e-7, -4.996e-5
-0.268, 3.461e-7, -4.992e-5
-0.267, 3.465e-7, -4.989e-5
-0.266, 3.486e-7, -4.985e-5
-0.265, 3.516e-7, -4.982e-5
-0.264, 3.566e-7, -4.978e-5
-0.263, 3.598e-7, -4.975e-5
-0.262, 3.611e-7, -4.971e-5
-0.261, 3.685e-7, -4.967e-5
-0.260, 3.759e-7, -4.964e-5
-0.259, 3.795e-7, -4.960e-5
-0.258, 3.859e-7, -4.956e-5
-0.257, 3.888e-7, -4.952e-5
-0.256, 3.915e-7, -4.948e-5
-0.255, 3.929e-7, -4.944e-5
-0.254, 3.936e-7, -4.940e-5
-0.253, 3.944e-7, -4.936e-5
-0.252, 3.946e-7, -4.932e-5
-0.251, 3.951e-7, -4.928e-5
-0.250, 3.953e-7, -4.924e-5
-0.249, 3.960e-7, -4.920e-5
-0.248, 3.964e-7, -4.916e-5
-0.247, 3.980e-7, -4.913e-5
-0.246, 4.008e-7, -4.909e-5
-0.245, 4.014e-7, -4.904e-5
-0.244, 4.028e-7, -4.900e-5
-0.243, 4.087e-7, -4.896e-5
-0.242, 4.128e-7, -4.892e-5
-0.241, 4.169e-7, -4.888e-5
-0.240, 4.251e-7, -4.884e-5
-0.239, 4.250e-7, -4.880e-5
-0.238, 4.301e-7, -4.875e-5
-0.237, 4.322e-7, -4.871e-5
-0.236, 4.357e-7, -4.867e-5
-0.235, 4.379e-7, -4.862e-5
-0.234, 4.403e-7, -4.858e-5
-0.233, 4.411e-7, -4.853e-5
-0.232, 4.417e-7, -4.849e-5
-0.231, 4.425e-7, -4.845e-5
-0.230, 4.427e-7, -4.840e-5
-0.229, 4.429e-7, -4.836e-5
-0.228, 4.430e-7, -4.831e-5
-0.227, 4.434e-7, -4.827e-5
-0.226, 4.434e-7, -4.822e-5
-0.225, 4.439e-7, -4.818e-5
-0.224, 4.442e-7, -4.814e-5
-0.223, 4.445e-7, -4.809e-5
-0.222, 4.449e-7, -4.805e-5
-0.221, 4.456e-7, -4.800e-5
-0.220, 4.466e-7, -4.796e-5
-0.219, 4.488e-7, -4.791e-5
-0.218, 4.504e-7, -4.787e-5
-0.217, 4.487e-7, -4.782e-5
-0.216, 4.517e-7, -4.778e-5
-0.215, 4.531e-7, -4.773e-5
-0.214, 4.562e-7, -4.769e-5
-0.213, 4.601e-7, -4.764e-5
-0.212, 4.607e-7, -4.759e-5
-0.211, 4.585e-7, -4.755e-5
-0.210, 4.647e-7, -4.750e-5
-0.209, 4.665e-7, -4.746e-5
-0.208, 4.737e-7, -4.741e-5
-0.207, 4.742e-7, -4.736e-5
-0.206, 4.725e-7, -4.731e-5
-0.205, 4.783e-7, -4.727e-5
-0.204, 4.823e-7, -4.722e-5
-0.203, 4.808e-7, -4.717e-5
-0.202, 4.835e-7, -4.712e-5
-0.201, 4.868e-7, -4.707e-5
-0.200, 4.867e-7, -4.702e-5
-0.199, 4.886e-7, -4.697e-5
-0.198, 4.888e-7, -4.693e-5
-0.197, 4.891e-7, -4.688e-5
-0.196, 4.900e-7, -4.683e-5
-0.195, 4.919e-7, -4.678e-5
-0.194, 4.924e-7, -4.673e-5
-0.193, 4.922e-7, -4.668e-5
-0.192, 4.925e-7, -4.663e-5
-0.191, 4.924e-7, -4.658e-5
-0.190, 4.928e-7, -4.653e-5
-0.189, 4.935e-7, -4.648e-5
-0.188, 4.936e-7, -4.643e-5
-0.187, 4.937e-7, -4.638e-5
-0.186, 4.938e-7, -4.633e-5
-0.185, 4.935e-7, -4.629e-5
-0.184, 4.941e-7, -4.624e-5
-0.183, 4.947e-7, -4.619e-5
-0.182, 4.949e-7, -4.614e-5
-0.181, 4.967e-7, -4.609e-5
-0.180, 4.960e-7, -4.604e-5
-0.179, 4.962e-7, -4.599e-5
-0.178, 4.961e-7, -4.594e-5
-0.177, 4.958e-7, -4.589e-5
-0.176, 4.978e-7, -4.584e-5
-0.175, 5.001e-7, -4.579e-5
-0.174, 5.013e-7, -4.574e-5
-0.173, 5.014e-7, -4.569e-5
-0.172, 5.015e-7, -4.564e-5
-0.171, 5.047e-7, -4.559e-5
-0.170, 5.065e-7, -4.554e-5
-0.169, 5.059e-7, -4.549e-5
-0.168, 5.082e-7, -4.544e-5
-0.167, 5.104e-7, -4.539e-5
-0.166, 5.115e-7, -4.533e-5
-0.165, 5.138e-7, -4.528e-5
-0.164, 5.174e-7, -4.523e-5
-0.163, 5.172e-7, -4.518e-5
-0.162, 5.238e-7, -4.513e-5
-0.161, 5.190e-7, -4.507e-5
-0.160, 5.221e-7, -4.502e-5
-0.159, 5.218e-7, -4.497e-5
-0.158, 5.239e-7, -4.492e-5
-0.157, 5.291e-7, -4.487e-5
-0.156, 5.293e-7, -4.481e-5
-0.155, 5.281e-7, -4.476e-5
-0.154, 5.280e-7, -4.471e-5
-0.153, 5.319e-7, -4.465e-5
-0.152, 5.332e-7, -4.460e-5
-0.151, 5.327e-7, -4.455e-5
-0.150, 5.348e-7, -4.449e-5
-0.149, 5.367e-7, -4.444e-5
-0.148, 5.354e-7, -4.439e-5
-0.147, 5.368e-7, -4.433e-5
-0.146, 5.378e-7, -4.428e-5
-0.145, 5.380e-7, -4.422e-5
-0.144, 5.362e-7, -4.417e-5
-0.143, 5.365e-7, -4.412e-5
-0.142, 5.378e-7, -4.406e-5
-0.141, 5.382e-7, -4.401e-5
-0.140, 5.394e-7, -4.396e-5
-0.139, 5.393e-7, -4.390e-5
-0.138, 5.398e-7, -4.385e-5
-0.137, 5.393e-7, -4.379e-5
-0.136, 5.407e-7, -4.374e-5
-0.135, 5.408e-7, -4.369e-5
-0.134, 5.408e-7, -4.363e-5
-0.133, 5.410e-7, -4.358e-5
-0.132, 5.415e-7, -4.352e-5
-0.131, 5.414e-7, -4.347e-5
-0.130, 5.417e-7, -4.342e-5
-0.129, 5.414e-7, -4.336e-5
-0.128, 5.414e-7, -4.331e-5
-0.127, 5.415e-7, -4.325e-5
-0.126, 5.414e-7, -4.320e-5
-0.125, 5.416e-7, -4.314e-5
-0.124, 5.415e-7, -4.309e-5
-0.123, 5.419e-7, -4.304e-5
-0.122, 5.419e-7, -4.298e-5
-0.121, 5.418e-7, -4.293e-5
-0.120, 5.419e-7, -4.287e-5
-0.119, 5.423e-7, -4.282e-5
-0.118, 5.421e-7, -4.277e-5
-0.117, 5.425e-7, -4.271e-5
-0.116, 5.422e-7, -4.266e-5
-0.115, 5.422e-7, -4.260e-5
-0.114, 5.421e-7, -4.255e-5
-0.113, 5.419e-7, -4.249e-5
-0.112, 5.424e-7, -4.244e-5
-0.111, 5.427e-7, -4.239e-5
-0.110, 5.424e-7, -4.233e-5
-0.109, 5.436e-7, -4.228e-5
-0.108, 5.446e-7, -4.222e-5
-0.107, 5.451e-7, -4.217e-5
-0.106, 5.467e-7, -4.211e-5
-0.105, 5.459e-7, -4.206e-5
-0.104, 5.483e-7, -4.200e-5
-0.103, 5.486e-7, -4.195e-5
-0.102, 5.636e-7, -4.189e-5
-0.101, 5.585e-7, -4.184e-5
-0.100, 5.526e-7, -4.178e-5
-0.099, 5.508e-7, -4.173e-5
-0.098, 5.503e-7, -4.167e-5
-0.097, 5.507e-7, -4.162e-5
-0.096, 5.503e-7, -4.156e-5
-0.095, 5.501e-7, -4.151e-5
-0.094, 5.525e-7, -4.145e-5
-0.093, 5.575e-7, -4.140e-5
-0.092, 5.595e-7, -4.134e-5
-0.091, 5.633e-7, -4.128e-5
-0.090, 5.627e-7, -4.123e-5
-0.089, 5.659e-7, -4.117e-5
-0.088, 5.697e-7, -4.111e-5
-0.087, 5.721e-7, -4.106e-5
-0.086, 5.701e-7, -4.100e-5
-0.085, 5.710e-7, -4.094e-5
-0.084, 5.717e-7, -4.088e-5
-0.083, 5.725e-7, -4.083e-5
-0.082, 5.757e-7, -4.077e-5
-0.081, 5.748e-7, -4.071e-5
-0.080, 5.764e-7, -4.066e-5
-0.079, 5.772e-7, -4.060e-5
-0.078, 5.779e-7, -4.054e-5
-0.077, 5.808e-7, -4.048e-5
-0.076, 5.819e-7, -4.042e-5
-0.075, 5.843e-7, -4.036e-5
-0.074, 5.840e-7, -4.031e-5
-0.073, 5.820e-7, -4.025e-5
-0.072, 5.829e-7, -4.019e-5
-0.071, 5.849e-7, -4.013e-5
-0.070, 5.842e-7, -4.007e-5
-0.069, 5.853e-7, -4.001e-5
-0.068, 5.841e-7, -3.996e-5
-0.067, 5.869e-7, -3.990e-5
-0.066, 5.877e-7, -3.984e-5
-0.065, 5.881e-7, -3.978e-5
-0.064, 5.889e-7, -3.972e-5
-0.063, 5.897e-7, -3.966e-5
-0.062, 5.897e-7, -3.960e-5
-0.061, 5.898e-7, -3.954e-5
-0.060, 5.897e-7, -3.949e-5
-0.059, 5.897e-7, -3.943e-5
-0.058, 5.901e-7, -3.937e-5
-0.057, 5.900e-7, -3.931e-5
-0.056, 5.904e-7, -3.925e-5
-0.055, 5.905e-7, -3.919e-5
-0.054, 5.907e-7, -3.913e-5
-0.053, 5.909e-7, -3.907e-5
-0.052, 5.908e-7, -3.901e-5
-0.051, 5.907e-7, -3.895e-5
-0.050, 5.910e-7, -3.889e-5
-0.049, 5.914e-7, -3.884e-5
-0.048, 5.912e-7, -3.878e-5
-0.047, 5.915e-7, -3.872e-5
-0.046, 5.918e-7, -3.866e-5
-0.045, 5.914e-7, -3.860e-5
-0.044, 5.910e-7, -3.854e-5
-0.043, 5.912e-7, -3.848e-5
-0.042, 5.921e-7, -3.842e-5
-0.041, 5.929e-7, -3.836e-5
-0.040, 5.926e-7, -3.830e-5
-0.039, 5.930e-7, -3.824e-5
-0.038, 5.936e-7, -3.818e-5
-0.037, 5.938e-7, -3.812e-5
-0.036, 5.955e-7, -3.807e-5
-0.035, 5.980e-7, -3.801e-5
-0.034, 5.997e-7, -3.795e-5
-0.033, 5.993e-7, -3.789e-5
-0.032, 6.025e-7, -3.783e-5
-0.031, 6.004e-7, -3.777e-5
-0.030, 6.034e-7, -3.770e-5
-0.029, 6.041e-7, -3.764e-5
-0.028, 6.041e-7, -3.758e-5
-0.027, 6.051e-7, -3.752e-5
-0.026, 6.105e-7, -3.746e-5
-0.025, 6.097e-7, -3.740e-5
-0.024, 6.137e-7, -3.734e-5
-0.023, 6.134e-7, -3.728e-5
-0.022, 6.136e-7, -3.722e-5
-0.021, 6.182e-7, -3.716e-5
-0.020, 6.193e-7, -3.709e-5
-0.019, 6.188e-7, -3.703e-5
-0.018, 6.198e-7, -3.697e-5
-0.017, 6.214e-7, -3.691e-5
-0.016, 6.244e-7, -3.685e-5
-0.015, 6.233e-7, -3.678e-5
-0.014, 6.263e-7, -3.672e-5
-0.013, 6.272e-7, -3.666e-5
-0.012, 6.267e-7, -3.659e-5
-0.011, 6.278e-7, -3.653e-5
-0.010, 6.302e-7, -3.647e-5
-0.009, 6.309e-7, -3.641e-5
-0.008, 6.322e-7, -3.634e-5
-0.007, 6.319e-7, -3.628e-5
-0.006, 6.307e-7, -3.622e-5
-0.005, 6.327e-7, -3.615e-5
-0.004, 6.340e-7, -3.609e-5
-0.003, 6.358e-7, -3.603e-5
-0.002, 6.373e-7, -3.596e-5
-0.001, 6.364e-7, -3.590e-5
-0.000, 6.348e-7, -3.584e-5
0.001, 6.337e-7, -3.577e-5
0.002, 6.364e-7, -3.571e-5
0.003, 6.375e-7, -3.564e-5
0.004, 6.379e-7, -3.558e-5
0.005, 6.384e-7, -3.552e-5
0.006, 6.387e-7, -3.545e-5
0.007, 6.391e-7, -3.539e-5
0.008, 6.391e-7, -3.533e-5
0.009, 6.392e-7, -3.526e-5
0.010, 6.393e-7, -3.520e-5
0.011, 6.392e-7, -3.513e-5
0.012, 6.396e-7, -3.507e-5
0.013, 6.396e-7, -3.501e-5
0.014, 6.400e-7, -3.494e-5
0.015, 6.401e-7, -3.488e-5
0.016, 6.403e-7, -3.481e-5
0.017, 6.401e-7, -3.475e-5
0.018, 6.404e-7, -3.469e-5
0.019, 6.404e-7, -3.462e-5
0.020, 6.399e-7, -3.456e-5
0.021, 6.403e-7, -3.449e-5
0.022, 6.419e-7, -3.443e-5
0.023, 6.412e-7, -3.437e-5
0.024, 6.406e-7, -3.430e-5
0.025, 6.412e-7, -3.424e-5
0.026, 6.410e-7, -3.417e-5
0.027, 6.424e-7, -3.411e-5
0.028, 6.439e-7, -3.404e-5
0.029, 6.439e-7, -3.398e-5
0.030, 6.466e-7, -3.392e-5
0.031, 6.463e-7, -3.385e-5
0.032, 6.483e-7, -3.379e-5
0.033, 6.473e-7, -3.372e-5
0.034, 6.459e-7, -3.366e-5
0.035, 6.462e-7, -3.359e-5
0.036, 6.488e-7, -3.353e-5
0.037, 6.514e-7, -3.346e-5
0.038, 6.604e-7, -3.340e-5
0.039, 6.625e-7, -3.333e-5
0.040, 6.692e-7, -3.326e-5
0.041, 6.710e-7, -3.320e-5
0.042, 6.733e-7, -3.313e-5
0.043, 6.758e-7, -3.306e-5
0.044, 6.754e-7, -3.299e-5
0.045, 6.764e-7, -3.293e-5
0.046, 6.747e-7, -3.286e-5
0.047, 6.775e-7, -3.279e-5
0.048, 6.794e-7, -3.272e-5
0.049, 6.802e-7, -3.265e-5
0.050, 6.794e-7, -3.259e-5
0.051, 6.809e-7, -3.252e-5
0.052, 6.833e-7, -3.245e-5
0.053, 6.857e-7, -3.238e-5
0.054, 6.866e-7, -3.231e-5
0.055, 6.864e-7, -3.224e-5
0.056, 6.868e-7, -3.218e-5
0.057, 6.869e-7, -3.211e-5
0.058, 6.873e-7, -3.204e-5
0.059, 6.878e-7, -3.197e-5
0.060, 6.880e-7, -3.190e-5
0.061, 6.874e-7, -3.183e-5
0.062, 6.875e-7, -3.176e-5
0.063, 6.872e-7, -3.169e-5
0.064, 6.880e-7, -3.163e-5
0.065, 6.889e-7, -3.156e-5
0.066, 6.892e-7, -3.149e-5
0.067, 6.892e-7, -3.142e-5
0.068, 6.895e-7, -3.135e-5
0.069, 6.893e-7, -3.128e-5
0.070, 6.900e-7, -3.121e-5
0.071, 6.900e-7, -3.114e-5
0.072, 6.911e-7, -3.107e-5
0.073, 6.918e-7, -3.100e-5
0.074, 6.919e-7, -3.094e-5
0.075, 6.925e-7, -3.087e-5
0.076, 6.920e-7, -3.080e-5
0.077, 6.920e-7, -3.073e-5
0.078, 6.940e-7, -3.066e-5
0.079, 6.955e-7, -3.059e-5
0.080, 6.985e-7, -3.052e-5
0.081, 6.997e-7, -3.045e-5
0.082, 6.977e-7, -3.038e-5
0.083, 6.998e-7, -3.031e-5
0.084, 7.017e-7, -3.024e-5
0.085, 7.030e-7, -3.017e-5
0.086, 7.073e-7, -3.010e-5
0.087, 7.058e-7, -3.003e-5
0.088, 7.090e-7, -2.996e-5
0.089, 7.114e-7, -2.989e-5
0.090, 7.117e-7, -2.981e-5
0.091, 7.162e-7, -2.974e-5
0.092, 7.128e-7, -2.967e-5
0.093, 7.195e-7, -2.960e-5
0.094, 7.190e-7, -2.953e-5
0.095, 7.160e-7, -2.946e-5
0.096, 7.157e-7, -2.938e-5
0.097, 7.140e-7, -2.931e-5
0.098, 7.198e-7, -2.924e-5
0.099, 7.253e-7, -2.917e-5
0.100, 7.307e-7, -2.910e-5
0.101, 7.313e-7, -2.902e-5
0.102, 7.337e-7, -2.895e-5
0.103, 7.364e-7, -2.888e-5
0.104, 7.361e-7, -2.880e-5
0.105, 7.358e-7, -2.873e-5
0.106, 7.354e-7, -2.865e-5
0.107, 7.355e-7, -2.858e-5
0.108, 7.354e-7, -2.851e-5
0.109, 7.356e-7, -2.843e-5
0.110, 7.356e-7, -2.836e-5
0.111, 7.355e-7, -2.829e-5
0.112, 7.359e-7, -2.821e-5
0.113, 7.359e-7, -2.814e-5
0.114, 7.360e-7, -2.807e-5
0.115, 7.365e-7, -2.799e-5
0.116, 7.369e-7, -2.792e-5
0.117, 7.368e-7, -2.784e-5
0.118, 7.368e-7, -2.777e-5
0.119, 7.369e-7, -2.770e-5
0.120, 7.371e-7, -2.762e-5
0.121, 7.371e-7, -2.755e-5
0.122, 7.373e-7, -2.748e-5
0.123, 7.380e-7, -2.740e-5
0.124, 7.399e-7, -2.733e-5
0.125, 7.468e-7, -2.725e-5
0.126, 7.642e-7, -2.718e-5
0.127, 7.786e-7, -2.710e-5
0.128, 7.827e-7, -2.702e-5
0.129, 7.841e-7, -2.694e-5
0.130, 7.822e-7, -2.686e-5
0.131, 7.802e-7, -2.679e-5
0.132, 7.744e-7, -2.671e-5
0.133, 7.658e-7, -2.663e-5
0.134, 7.584e-7, -2.656e-5
0.135, 7.503e-7, -2.648e-5
0.136, 7.503e-7, -2.641e-5
0.137, 7.496e-7, -2.633e-5
0.138, 7.474e-7, -2.626e-5
0.139, 7.482e-7, -2.618e-5
0.140, 7.477e-7, -2.611e-5
0.141, 7.473e-7, -2.603e-5
0.142, 7.477e-7, -2.596e-5
0.143, 7.429e-7, -2.588e-5
0.144, 7.457e-7, -2.581e-5
0.145, 7.458e-7, -2.573e-5
0.146, 7.474e-7, -2.566e-5
0.147, 7.465e-7, -2.559e-5
0.148, 7.468e-7, -2.551e-5
0.149, 7.469e-7, -2.544e-5
0.150, 7.458e-7, -2.536e-5
0.151, 7.471e-7, -2.529e-5
0.152, 7.476e-7, -2.521e-5
0.153, 7.488e-7, -2.514e-5
0.154, 7.496e-7, -2.506e-5
0.155, 7.531e-7, -2.499e-5
0.156, 7.530e-7, -2.491e-5
0.157, 7.562e-7, -2.484e-5
0.158, 7.612e-7, -2.476e-5
0.159, 7.613e-7, -2.468e-5
0.160, 7.595e-7, -2.461e-5
0.161, 7.635e-7, -2.453e-5
0.162, 7.635e-7, -2.445e-5
0.163, 7.689e-7, -2.438e-5
0.164, 7.697e-7, -2.430e-5
0.165, 7.674e-7, -2.422e-5
0.166, 7.693e-7, -2.415e-5
0.167, 7.668e-7, -2.407e-5
0.168, 7.695e-7, -2.399e-5
0.169, 7.721e-7, -2.392e-5
0.170, 7.723e-7, -2.384e-5
0.171, 7.763e-7, -2.376e-5
0.172, 7.767e-7, -2.368e-5
0.173, 7.758e-7, -2.361e-5
0.174, 7.741e-7, -2.353e-5
0.175, 7.712e-7, -2.345e-5
0.176, 7.662e-7, -2.338e-5
0.177, 7.618e-7, -2.330e-5
0.178, 7.626e-7, -2.322e-5
0.179, 7.709e-7, -2.315e-5
0.180, 7.725e-7, -2.307e-5
0.181, 7.769e-7, -2.299e-5
0.182, 7.783e-7, -2.291e-5
0.183, 7.781e-7, -2.283e-5
0.184, 7.807e-7, -2.276e-5
0.185, 7.825e-7, -2.268e-5
0.186, 7.818e-7, -2.260e-5
0.187, 7.833e-7, -2.252e-5
0.188, 7.827e-7, -2.244e-5
0.189, 7.830e-7, -2.237e-5
0.190, 7.850e-7, -2.229e-5
0.191, 7.843e-7, -2.221e-5
0.192, 7.848e-7, -2.213e-5
0.193, 7.847e-7, -2.205e-5
0.194, 7.854e-7, -2.197e-5
0.195, 7.852e-7, -2.189e-5
0.196, 7.854e-7, -2.182e-5
0.197, 7.852e-7, -2.174e-5
0.198, 7.856e-7, -2.166e-5
0.199, 7.857e-7, -2.158e-5
0.200, 7.859e-7, -2.150e-5
0.201, 7.862e-7, -2.142e-5
0.202, 7.859e-7, -2.134e-5
0.203, 7.861e-7, -2.127e-5
0.204, 7.862e-7, -2.119e-5
0.205, 7.862e-7, -2.111e-5
0.206, 7.863e-7, -2.103e-5
0.207, 7.863e-7, -2.095e-5
0.208, 7.862e-7, -2.087e-5
0.209, 7.863e-7, -2.079e-5
0.210, 7.863e-7, -2.072e-5
0.211, 7.866e-7, -2.064e-5
0.212, 7.868e-7, -2.056e-5
0.213, 7.870e-7, -2.048e-5
0.214, 7.872e-7, -2.040e-5
0.215, 7.869e-7, -2.032e-5
0.216, 7.872e-7, -2.024e-5
0.217, 7.871e-7, -2.016e-5
0.218, 7.874e-7, -2.009e-5
0.219, 7.876e-7, -2.001e-5
0.220, 7.888e-7, -1.993e-5
0.221, 7.882e-7, -1.985e-5
0.222, 7.894e-7, -1.977e-5
0.223, 7.882e-7, -1.969e-5
0.224, 7.888e-7, -1.961e-5
0.225, 7.900e-7, -1.953e-5
0.226, 7.900e-7, -1.945e-5
0.227, 7.929e-7, -1.938e-5
0.228, 7.927e-7, -1.930e-5
0.229, 7.922e-7, -1.922e-5
0.230, 7.926e-7, -1.914e-5
0.231, 7.910e-7, -1.906e-5
0.232, 7.941e-7, -1.898e-5
0.233, 7.950e-7, -1.890e-5
0.234, 7.945e-7, -1.882e-5
0.235, 7.952e-7, -1.874e-5
0.236, 7.966e-7, -1.866e-5
0.237, 8.009e-7, -1.858e-5
0.238, 8.007e-7, -1.850e-5
0.239, 8.015e-7, -1.842e-5
0.240, 8.039e-7, -1.834e-5
0.241, 8.036e-7, -1.826e-5
0.242, 8.038e-7, -1.818e-5
0.243, 8.043e-7, -1.810e-5
0.244, 8.087e-7, -1.802e-5
0.245, 8.089e-7, -1.794e-5
0.246, 8.111e-7, -1.786e-5
0.247, 8.130e-7, -1.778e-5
0.248, 8.115e-7, -1.769e-5
0.249, 8.180e-7, -1.761e-5
0.250, 8.153e-7, -1.753e-5
0.251, 8.218e-7, -1.745e-5
0.252, 8.192e-7, -1.737e-5
0.253, 8.198e-7, -1.728e-5
0.254, 8.223e-7, -1.720e-5
0.255, 8.235e-7, -1.712e-5
0.256, 8.275e-7, -1.704e-5
0.257, 8.287e-7, -1.695e-5
0.258, 8.281e-7, -1.687e-5
0.259, 8.284e-7, -1.679e-5
0.260, 8.312e-7, -1.671e-5
0.261, 8.312e-7, -1.662e-5
0.262, 8.304e-7, -1.654e-5
0.263, 8.311e-7, -1.646e-5
0.264, 8.321e-7, -1.637e-5
0.265, 8.322e-7, -1.629e-5
0.266, 8.324e-7, -1.621e-5
0.267, 8.324e-7, -1.612e-5
0.268, 8.332e-7, -1.604e-5
0.269, 8.340e-7, -1.596e-5
0.270, 8.340e-7, -1.587e-5
0.271, 8.339e-7, -1.579e-5
0.272, 8.346e-7, -1.571e-5
0.273, 8.347e-7, -1.562e-5
0.274, 8.346e-7, -1.554e-5
0.275, 8.349e-7, -1.546e-5
0.276, 8.350e-7, -1.537e-5
0.277, 8.352e-7, -1.529e-5
0.278, 8.356e-7, -1.521e-5
0.279, 8.354e-7, -1.512e-5
